fig|1883.2532.peg.330	1883.2532	cds34624_35620	Streptomyces sp CC53	1883.2532.36.1	36.1	1	15362..16357	+	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.331	1883.2532	cds35791_36973	Streptomyces sp CC53	1883.2532.36.1	36.1	1	16529..17710	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.332	1883.2532	cds37147_37606	Streptomyces sp CC53	1883.2532.36.1	36.1	1	17885..18343	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.333	1883.2532	cds37589_38081	Streptomyces sp CC53	1883.2532.36.1	36.1	1	18327..18818	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.334	1883.2532	cds38223_38874	Streptomyces sp CC53	1883.2532.36.1	36.1	1	18961..19611	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.335	1883.2532	cds38870_39311	Streptomyces sp CC53	1883.2532.36.1	36.1	1	19608..20048	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.336	1883.2532	cds39774_39897	Streptomyces sp CC53	1883.2532.36.1	36.1	1	20512..20634	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.337	1883.2532	cds39926_41612	Streptomyces sp CC53	1883.2532.36.1	36.1	1	20664..22349	+	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.338	1883.2532	cds41712_42495	Streptomyces sp CC53	1883.2532.36.1	36.1	1	22450..23232	+	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.339	1883.2532	cds42687_43080	Streptomyces sp CC53	1883.2532.36.1	36.1	1	23425..23817	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.340	1883.2532	cds43159_43372	Streptomyces sp CC53	1883.2532.36.1	36.1	1	23897..24109	+	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.341	1883.2532	cds43761_44346	Streptomyces sp CC53	1883.2532.36.1	36.1	1	24499..25083	-	terpene	Terpene			carotenoid	c00036_gi1098..	complete
fig|1883.2532.peg.3491	1883.2532	cds17554_19384	Streptomyces sp CC53	1883.2532.168.1	168.1	1	30..1859	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3492	1883.2532	cds19685_19892	Streptomyces sp CC53	1883.2532.168.1	168.1	1	2161..2367	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3493	1883.2532	cds20468_21260	Streptomyces sp CC53	1883.2532.168.1	168.1	1	2944..3735	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3494	1883.2532	cds21614_23399	Streptomyces sp CC53	1883.2532.168.1	168.1	1	4090..5874	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3495	1883.2532	cds23562_23733	Streptomyces sp CC53	1883.2532.168.1	168.1	1	6038..6208	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3496	1883.2532	cds23987_25070	Streptomyces sp CC53	1883.2532.168.1	168.1	1	6463..7545	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3497	1883.2532	cds25259_26372	Streptomyces sp CC53	1883.2532.168.1	168.1	1	7735..8847	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3498	1883.2532	cds26382_26523	Streptomyces sp CC53	1883.2532.168.1	168.1	1	8858..8998	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3499	1883.2532	cds26570_26750	Streptomyces sp CC53	1883.2532.168.1	168.1	1	9046..9225	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3500	1883.2532	cds26746_26938	Streptomyces sp CC53	1883.2532.168.1	168.1	1	9222..9413	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3501	1883.2532	cds26934_27309	Streptomyces sp CC53	1883.2532.168.1	168.1	1	9410..9784	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3502	1883.2532	cds27305_27473	Streptomyces sp CC53	1883.2532.168.1	168.1	1	9781..9948	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3503	1883.2532	cds27625_28873	Streptomyces sp CC53	1883.2532.168.1	168.1	1	10101..11348	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3504	1883.2532	cds29023_29317	Streptomyces sp CC53	1883.2532.168.1	168.1	1	11499..11792	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3505	1883.2532	cds29584_31195	Streptomyces sp CC53	1883.2532.168.1	168.1	1	12060..13670	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3506	1883.2532	cds31327_32758	Streptomyces sp CC53	1883.2532.168.1	168.1	1	13803..15233	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3507	1883.2532	cds32757_34713	Streptomyces sp CC53	1883.2532.168.1	168.1	1	15233..17188	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3508	1883.2532	cds34709_35294	Streptomyces sp CC53	1883.2532.168.1	168.1	1	17185..17769	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3509	1883.2532	cds35304_36321	Streptomyces sp CC53	1883.2532.168.1	168.1	1	17780..18796	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3510	1883.2532	cds36317_37529	Streptomyces sp CC53	1883.2532.168.1	168.1	1	18793..20004	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3511	1883.2532	cds37525_38485	Streptomyces sp CC53	1883.2532.168.1	168.1	1	20001..20960	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3512	1883.2532	cds38472_39336	Streptomyces sp CC53	1883.2532.168.1	168.1	1	20948..21811	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3513	1883.2532	cds39370_40585	Streptomyces sp CC53	1883.2532.168.1	168.1	1	21846..23060	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3514	1883.2532	cds40631_40781	Streptomyces sp CC53	1883.2532.168.1	168.1	1	23107..23256	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3515	1883.2532	cds40916_41903	Streptomyces sp CC53	1883.2532.168.1	168.1	1	23392..24378	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3516	1883.2532	cds42229_43039	Streptomyces sp CC53	1883.2532.168.1	168.1	1	24705..25514	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3517	1883.2532	cds43216_44989	Streptomyces sp CC53	1883.2532.168.1	168.1	1	25692..27464	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3518	1883.2532	cds45154_47314	Streptomyces sp CC53	1883.2532.168.1	168.1	1	27630..29789	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3519	1883.2532	cds48647_49619	Streptomyces sp CC53	1883.2532.168.1	168.1	1	31123..32094	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3520	1883.2532	cds50240_50459	Streptomyces sp CC53	1883.2532.168.1	168.1	1	32716..32934	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3521	1883.2532	cds50502_50955	Streptomyces sp CC53	1883.2532.168.1	168.1	1	32978..33430	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3522	1883.2532	cds51053_51452	Streptomyces sp CC53	1883.2532.168.1	168.1	1	33529..33927	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3523	1883.2532	cds51524_51884	Streptomyces sp CC53	1883.2532.168.1	168.1	1	34000..34359	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3524	1883.2532	cds52205_52829	Streptomyces sp CC53	1883.2532.168.1	168.1	1	34681..35304	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3525	1883.2532	cds52919_53858	Streptomyces sp CC53	1883.2532.168.1	168.1	1	35395..36333	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3526	1883.2532	cds53979_54471	Streptomyces sp CC53	1883.2532.168.1	168.1	1	36455..36946	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3527	1883.2532	cds54520_54880	Streptomyces sp CC53	1883.2532.168.1	168.1	1	36996..37355	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3528	1883.2532	cds54945_55719	Streptomyces sp CC53	1883.2532.168.1	168.1	1	37421..38194	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3529	1883.2532	cds55792_56053	Streptomyces sp CC53	1883.2532.168.1	168.1	1	38268..38528	+	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3530	1883.2532	cds56105_56852	Streptomyces sp CC53	1883.2532.168.1	168.1	1	38581..39327	-	PKS-like	Polyketide				c00168_gi1098..	complete
fig|1883.2532.peg.3909	1883.2532	cds60153_60627	Streptomyces sp CC53	1883.2532.90.1	90.1	1	1083..1556	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3910	1883.2532	cds60649_61033	Streptomyces sp CC53	1883.2532.90.1	90.1	1	1579..1962	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3911	1883.2532	cds61029_61158	Streptomyces sp CC53	1883.2532.90.1	90.1	1	1959..2087	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3912	1883.2532	cds61179_61863	Streptomyces sp CC53	1883.2532.90.1	90.1	1	2109..2792	-	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3913	1883.2532	cds61888_62050	Streptomyces sp CC53	1883.2532.90.1	90.1	1	2818..2979	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3914	1883.2532	cds62105_62879	Streptomyces sp CC53	1883.2532.90.1	90.1	1	3035..3808	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3915	1883.2532	cds63110_63350	Streptomyces sp CC53	1883.2532.90.1	90.1	1	4040..4279	-	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3916	1883.2532	cds63365_63953	Streptomyces sp CC53	1883.2532.90.1	90.1	1	4295..4882	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3917	1883.2532	cds64071_65034	Streptomyces sp CC53	1883.2532.90.1	90.1	1	5001..5963	-	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3918	1883.2532	cds65689_65911	Streptomyces sp CC53	1883.2532.90.1	90.1	1	6619..6840	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3919	1883.2532	cds65907_66876	Streptomyces sp CC53	1883.2532.90.1	90.1	1	6837..7805	-	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3920	1883.2532	cds66964_67513	Streptomyces sp CC53	1883.2532.90.1	90.1	1	7894..8442	-	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3921	1883.2532	cds67949_68414	Streptomyces sp CC53	1883.2532.90.1	90.1	1	8879..9343	-	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.3922	1883.2532	cds68682_69222	Streptomyces sp CC53	1883.2532.90.1	90.1	1	9612..10151	+	butyrolactone	Other			coelimycin P1	c00090_gi1098..	complete
fig|1883.2532.peg.55	1883.2532	cds12876_14121	Streptomyces sp CC53	1883.2532.22.2	22.2	2	600..1844	-	butyrolactone	Other				c00022_gi1098..	complete
fig|1883.2532.peg.5592	1883.2532	cds27427_27763	Streptomyces sp CC53	1883.2532.237.1	237.1	1	167..502	+	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5593	1883.2532	cds28580_30164	Streptomyces sp CC53	1883.2532.237.1	237.1	1	1320..2903	-	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5594	1883.2532	cds30160_30841	Streptomyces sp CC53	1883.2532.237.1	237.1	1	2900..3580	-	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5595	1883.2532	cds30915_32502	Streptomyces sp CC53	1883.2532.237.1	237.1	1	3655..5241	+	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5596	1883.2532	cds32548_33430	Streptomyces sp CC53	1883.2532.237.1	237.1	1	5288..6169	+	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5597	1883.2532	cds33995_34982	Streptomyces sp CC53	1883.2532.237.1	237.1	1	6735..7721	+	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5598	1883.2532	cds35186_35459	Streptomyces sp CC53	1883.2532.237.1	237.1	1	7926..8198	-	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5599	1883.2532	cds35455_36706	Streptomyces sp CC53	1883.2532.237.1	237.1	1	8195..9445	-	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.56	1883.2532	cds14400_14580	Streptomyces sp CC53	1883.2532.22.2	22.2	2	2124..2303	-	butyrolactone	Other				c00022_gi1098..	complete
fig|1883.2532.peg.5600	1883.2532	cds37001_37175	Streptomyces sp CC53	1883.2532.237.1	237.1	1	9741..9914	+	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5601	1883.2532	cds37261_39250	Streptomyces sp CC53	1883.2532.237.1	237.1	1	10001..11989	-	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5602	1883.2532	cds39246_40005	Streptomyces sp CC53	1883.2532.237.1	237.1	1	11986..12744	-	LAP thiopeptide	RiPP				c00237_gi1098..	complete
fig|1883.2532.peg.5603	1883.2532	cds40139_41102	Streptomyces sp CC53	1883.2532.237.1	237.1	1	12879..13841	-	LAP thiopeptide	RiPP				c00237_gi1098..	complete
